iter	MultiRMSE
879	29.54651693
880	29.54135448
881	29.53378433
882	29.52878402
883	29.52258775
884	29.51943858
885	29.51166506
886	29.50486783
887	29.4985428
888	29.49167021
889	29.48685338
890	29.48126708
891	29.474726
892	29.46917832
893	29.46263094
894	29.45673844
895	29.45192705
896	29.44744472
897	29.44270693
898	29.43764681
899	29.4311463
900	29.42728109
901	29.42209632
902	29.41750308
903	29.4123006
904	29.40568016
905	29.40000445
906	29.39397654
907	29.38914899
908	29.38184152
909	29.37603935
910	29.37426794
911	29.36898468
912	29.36212397
913	29.3569441
914	29.35141202
915	29.3463789
916	29.33905093
917	29.33352565
918	29.32862049
919	29.32339164
920	29.31782186
921	29.31298796
922	29.30667396
923	29.30224294
924	29.29516456
925	29.29219017
926	29.28734689
927	29.28206153
928	29.27572678
929	29.27356703
930	29.26869873
931	29.2633494
932	29.25879322
933	29.25295779
934	29.24852029
935	29.24245019
936	29.23814458
937	29.23052076
938	29.22363277
939	29.21655441
940	29.20956523
941	29.20494049
942	29.19849518
943	29.19282697
944	29.1900269
945	29.1839727
946	29.17763588
947	29.17416324
948	29.16902798
949	29.16449155
950	29.15924809
951	29.15541928
952	29.15157418
953	29.14690821
954	29.1426648
955	29.1391939
956	29.13587967
957	29.1293497
958	29.12390809
959	29.11914685
960	29.11214795
961	29.10758403
962	29.10391566
963	29.09850727
964	29.0940722
965	29.08883205
966	29.0850495
967	29.08046108
968	29.07552826
969	29.07111703
970	29.06784981
971	29.06494481
972	29.06169111
973	29.05703374
974	29.0518591
975	29.04404827
976	29.03756577
977	29.03111094
978	29.0280402
979	29.02380743
980	29.01664346
981	29.01203072
982	29.00636414
983	28.99990964
984	28.99256932
985	28.98685077
986	28.97982165
987	28.97674572
988	28.97417102
989	28.96763374
990	28.96354509
991	28.95885203
992	28.95493532
993	28.9492741
994	28.94447852
995	28.93872935
996	28.93192771
997	28.92688686
998	28.92474455
999	28.92106263
